dewpt,heatIndex,humidity,precipRate,precipTotal,pressure,temp,timestamp,windChill,windGust,windSpeed
11,16,73,0.0,0.0,1016.93,16,2025-11-20 00:14:18,16,3,3
11,15,73,0.0,0.0,1016.93,15,2025-11-20 00:29:18,15,3,3
11,15,73,0.0,0.0,1016.93,15,2025-11-20 00:44:20,15,2,2
11,15,78,0.0,0.0,1015.92,15,2025-11-20 01:27:30,15,5,5
